-1.352529199749597e-13,1.0000000000000564,6.891015535970269e-14,-6.770972671432673e-14,6.022959908591474e-15,7.668865542598269e-14,-8.798517470154366e-14,-4.446443213623752e-14,2.6700863742235015e-14,-6.447620215510597e-14,9.808820422563258e-14,8.97615315409439e-14,-9.238443343662084e-14,-5.132005931329786e-14,7.201184093474922e-14,-5.445643935786393e-14,2.653433028854124e-14,-2.375877272697835e-14,2.0039525594484076e-14,-1.0880185641326534e-14,-1.8811341373492496e-14,2.1038726316646716e-14,-8.3995310706797e-15,-8.409939411535561e-15,-3.885780586188048e-15,1.3572476476042539e-14,-2.142730437526552e-14,1.27675647831893e-14,-1.715294573045867e-14,3.347322419244847e-14,-1.1546319456101628e-14,-1.2087553180606392e-14,1.5543122344752192e-15,7.521760991835436e-15,5.551115123125783e-15,-5.329070518200751e-15,-1.84297022087776e-14,4.9960036108132044e-15,-3.219646771412954e-15,7.771561172376096e-16,1.1879386363489175e-14,-2.0872192862952943e-14,1.1102230246251565e-15,-4.440892098500626e-16,7.105427357601002e-15,7.993605777301127e-15,3.552713678800501e-15,2.220446049250313e-15
4.196643033083092e-14,-9.697798120100742e-14,1.0000000000001419,-7.370406368556459e-14,2.0941581801992015e-14,-3.7789216200678766e-14,-3.444466933899548e-14,5.5143389854350744e-14,-4.218847493575595e-14,1.0430545316353346e-13,-1.306454944227653e-13,3.377159663031648e-14,5.047351425702118e-14,-1.6819878823071122e-14,-3.9218628344883655e-14,-1.9637069748057456e-14,6.322720125240266e-14,-1.199040866595169e-14,4.912736883966318e-15,-7.424616477180734e-15,7.799316747991725e-15,5.287437154777308e-15,-4.9404924595819466e-15,-2.375877272697835e-14,1.1823875212257917e-14,1.8096635301390052e-14,-3.880229471064922e-14,2.373101715136272e-14,3.9968028886505635e-15,-2.892130979148533e-14,1.6861512186494565e-14,9.992007221626409e-16,1.5154544286133387e-14,-1.887379141862766e-14,2.1094237467877974e-15,-3.774758283725532e-15,2.886579864025407e-15,7.771561172376096e-16,-4.440892098500626e-15,8.215650382226158e-15,-2.220446049250313e-16,-4.5727310826748635e-15,1.554312234475219e-14,-2.6645352591003757e-15,9.325873406851315e-15,-7.105427357601002e-15,4.996003610813204e-16,-2.4868995751603507e-14
3.219646771412954e-15,-5.273559366969494e-16,3.634245682171411e-14,0.9999999999999902,-2.7450264283856995e-14,1.1449174941446927e-14,1.5862311464331924e-14,-3.9409447927241104e-14,-2.123301534595612e-15,-8.257283745649602e-16,1.7180701306074297e-14,-6.619704784327496e-14,7.399636459126668e-14,1.1102230246251565e-15,-6.342149028171207e-14,4.651834473179406e-14,5.218048215738236e-15,1.4002687898084787e-14,2.5673907444456745e-15,-1.5543122344752192e-15,-1.4155343563970746e-14,9.076073226310655e-15,-5.329070518200751e-15,-2.3592239273284576e-15,3.1086244689504383e-15,-4.884981308350689e-15,-3.219646771412954e-15,9.353628982466944e-15,-8.715250743307479e-15,2.0761170560490427e-14,-2.7533531010703882e-14,3.4139358007223564e-15,-1.3322676295501878e-15,1.509903313490213e-14,1.765254609153999e-14,2.220446049250313e-16,-1.7319479184152442e-14,-2.220446049250313e-15,-3.552713678800501e-14,3.064215547965432e-14,2.4424906541753444e-14,-2.930988785010413e-14,-7.993605777301127e-15,1.84297022087776e-14,0.0,-8.43769498715119e-15,-3.552713678800501e-14,3.197442310920451e-14
3.3958946765721976e-14,5.835609773185979e-15,-5.219435994519017e-14,2.914335439641036e-14,0.9999999999999816,3.454875274755409e-14,9.159339953157541e-16,-1.5699247457590104e-14,1.0103029524088925e-14,-4.773959005888173e-15,6.439293542825908e-15,-4.610894999146353e-15,1.0325074129013956e-14,-4.954370247389761e-15,-2.1399548799649892e-14,2.634004125923184e-14,-2.3467339183014246e-14,9.076073226310655e-15,1.582067810090848e-15,-1.066507993030541e-14,3.58046925441613e-15,-7.854827899222983e-15,1.0394463068053028e-14,-1.1102230246251565e-15,-3.7192471324942744e-15,-1.6653345369377348e-16,-4.801714581503802e-15,2.7755575615628914e-16,4.593547764386585e-15,2.4980018054066022e-15,-2.886579864025407e-15,4.884981308350689e-15,-1.2212453270876722e-15,2.1094237467877974e-15,4.218847493575595e-15,3.552713678800501e-15,-2.5202062658991053e-14,2.098321516541546e-14,-7.771561172376096e-15,1.942890293094024e-15,8.881784197001252e-16,-9.769962616701378e-15,-7.327471962526033e-15,1.1546319456101628e-14,-9.769962616701378e-15,8.881784197001252e-16,-2.220446049250313e-14,4.75175454539567e-14
2.1510571102112408e-16,-1.3322676295501878e-15,-7.244205235679146e-15,-1.642436187054841e-14,1.8686441283222166e-14,1.0000000000000198,2.858824288409778e-15,-1.314226505400029e-14,-1.700029006457271e-15,-1.759703494030873e-14,1.8084492237058214e-14,1.329492071988625e-14,-4.6726511548911276e-14,2.892130979148533e-14,-1.3516965324811281e-14,-1.6237011735142914e-15,1.1796119636642288e-15,1.1129985821867194e-14,-6.113165529342268e-15,1.970645868709653e-15,1.1435297153639112e-14,-4.98212582300539e-15,3.497202527569243e-15,-2.220446049250313e-16,8.881784197001252e-16,-5.051514762044462e-15,4.440892098500626e-15,-1.9845236565174673e-15,-1.2490009027033011e-14,1.0644263248593688e-14,3.941291737419306e-15,-2.220446049250313e-16,-6.050715484207103e-15,3.552713678800501e-15,-5.773159728050814e-15,3.219646771412954e-15,-3.1086244689504383e-15,-6.8833827526759706e-15,1.1587952819525071e-14,-1.176836406102666e-14,1.3322676295501878e-15,1.6209256159527285e-14,8.881784197001252e-15,8.881784197001252e-16,-1.4432899320127035e-14,-1.532107773982716e-14,-4.2587461335230614e-16,1.9095836023552692e-14
5.10702591327572e-15,-1.9040324872321435e-14,1.9914625504213745e-14,-1.0220990720455347e-14,5.703770789011742e-15,-8.434225540199236e-15,1.0000000000000102,-2.4678176169246058e-14,-1.3739009929736312e-15,2.634004125923184e-14,-2.7006175074006933e-14,5.467848396278896e-15,1.684763439868675e-14,2.8282931552325863e-14,-1.2323475573339238e-14,-3.3487101980256284e-14,1.8096635301390052e-14,1.2073675392798577e-15,-1.1102230246251565e-15,-3.191891195797325e-15,-9.71445146547012e-17,4.496403249731884e-15,1.887379141862766e-15,-1.609823385706477e-15,4.163336342344337e-16,3.3306690738754696e-16,-8.187894806610529e-16,2.6645352591003757e-15,-3.760880495917718e-15,-5.551115123125783e-17,-6.161737786669619e-15,5.6066262743570405e-15,-4.718447854656915e-15,1.7763568394002505e-15,-1.6653345369377348e-15,2.1094237467877974e-15,-6.5503158452884236e-15,7.615436059538183e-16,4.884981308350689e-15,1.7763568394002505e-15,-4.6629367034256575e-15,3.1086244689504383e-15,3.9968028886505635e-15,3.219646771412954e-15,-4.218847493575595e-15,2.3869795029440866e-15,3.3306690738754696e-15,-2.1316282072803006e-14
1.1986939218999737e-15,7.355227538141662e-15,-1.2413681194090032e-14,8.174017018802715e-15,1.6445178552260131e-15,1.457167719820518e-15,-2.5427576710868038e-14,1.0000000000000226,1.4453716001838757e-14,-2.3397950243975174e-14,1.1948775302528247e-14,-4.829470157119431e-15,-1.1934897514720433e-14,1.0193235144839718e-14,-7.840950111415168e-16,-1.033895191682177e-14,1.5230872119076366e-14,6.938893903907228e-17,-4.413136522884997e-15,1.817990202823694e-15,2.581268532253489e-15,-6.938893903907228e-15,3.802513859341161e-15,-3.8441472227646045e-15,-9.992007221626409e-16,2.400857290751901e-15,1.27675647831893e-15,-1.6445178552260131e-15,1.4988010832439613e-15,-2.3869795029440866e-15,1.1102230246251565e-15,-1.1102230246251565e-16,-1.6653345369377348e-15,6.328271240363392e-15,-1.887379141862766e-15,5.662137425588298e-15,-1.3322676295501878e-15,1.9984014443252818e-15,-8.881784197001252e-16,-3.6637359812630166e-15,5.10702591327572e-15,4.884981308350689e-15,-7.049916206369744e-15,3.1086244689504383e-15,-1.0248746296070976e-14,1.2878587085651816e-14,-2.7200464103316335e-14,1.2656542480726785e-14
-1.871452211948954e-14,3.390863978491865e-14,-5.585809592645319e-15,-3.1138286393783687e-16,-3.0531133177191805e-15,7.034303695085953e-15,4.3576253716537394e-15,1.1379786002407855e-14,0.99999999999998,3.2029934260435766e-14,-2.0310142456736457e-14,-2.098321516541546e-14,3.1606661732297425e-15,2.11896472590567e-14,1.5515366769136563e-14,-1.668457039194493e-14,-7.341349750333848e-15,1.6653345369377348e-15,-2.525757381022231e-15,1.3433698597964394e-14,-1.4738210651898953e-14,8.493206138382448e-15,-6.161737786669619e-15,-2.3314683517128287e-15,5.564992910933597e-15,-2.831068712794149e-15,-4.926614671774132e-15,-1.2490009027033011e-15,3.552713678800501e-15,3.552713678800501e-15,-2.7755575615628914e-15,-6.217248937900877e-15,1.9984014443252818e-15,-7.771561172376096e-16,1.887379141862766e-15,6.501743587961073e-15,-1.1102230246251565e-14,2.220446049250313e-15,6.217248937900877e-15,1.5543122344752192e-15,-5.10702591327572e-15,0.0,3.3306690738754696e-15,6.480926906249351e-15,-1.3322676295501878e-15,4.163336342344337e-15,3.3084646133829665e-14,-7.394085344003543e-14
5.648259637780484e-15,6.938893903907228e-17,-3.209238430557093e-17,-7.056855100273651e-15,-1.106753577673203e-15,1.6542323066914832e-14,-1.8644807919798723e-14,3.400058012914542e-15,-9.072603779358701e-15,1.0000000000000129,-8.090750291955828e-15,-5.9396931817445875e-15,-7.384717837233268e-15,2.7824964554667986e-14,-7.99707522425308e-15,-4.0072112295064244e-14,2.3675506000131463e-14,8.808925811010226e-15,-7.827072323607354e-15,1.915134717478395e-15,4.246603069191224e-15,-1.2490009027033011e-15,1.8318679906315083e-15,1.096345236817342e-15,-6.0923488476305465e-15,1.0678957718113224e-14,-6.716849298982197e-15,4.746203430272544e-15,7.271960811294775e-15,3.3306690738754696e-16,-9.325873406851315e-15,3.83026943495679e-15,-2.9976021664879227e-15,4.551914400963142e-15,-6.38378239159465e-16,3.3306690738754696e-16,-9.325873406851315e-15,8.826273045769994e-15,-8.43769498715119e-15,-1.5543122344752192e-15,0.0,-6.661338147750939e-16,-8.951173136040325e-16,4.440892098500626e-15,-8.604228440844963e-15,4.6629367034256575e-15,-1.4210854715202004e-14,1.2712053631958042e-14
1.842276331487369e-15,5.648259637780484e-15,-7.119305145408816e-15,-5.717648576819556e-15,7.757683384568281e-15,4.6074255521944e-15,-1.9567680809018384e-15,3.849351393192535e-15,-1.1581013925621164e-14,7.299716386910404e-15,1.000000000000001,-4.5449755070592346e-15,-2.2669366384064915e-14,5.034167527284694e-14,-1.074661193367632e-14,-4.093947403305265e-14,2.2915697117653622e-14,-3.6637359812630166e-15,3.552713678800501e-15,-1.457167719820518e-15,3.58046925441613e-15,-4.551914400963142e-15,8.715250743307479e-15,-7.216449660063518e-15,-1.0408340855860843e-16,5.523359547510154e-15,-3.4416913763379853e-15,-1.3877787807814457e-15,5.079270337660091e-15,-4.718447854656915e-15,4.6074255521944e-15,-2.942091015256665e-15,4.440892098500626e-15,-7.28583859910259e-16,3.885780586188048e-15,3.3306690738754696e-15,-1.1657341758564144e-15,-8.215650382226158e-15,7.327471962526033e-15,-1.1102230246251565e-16,-4.3298697960381105e-15,-5.710709682915649e-15,3.4416913763379853e-15,6.716849298982197e-15,-1.2434497875801753e-14,0.0,-8.104628079763643e-15,2.375877272697835e-14
